UID,SEX,AGE,JOB,AREA,CITY,INCOME,COFFEE,FLOWERTEA,MILKTEA,TEA,JUICE,INTERNET,EMAIL
95,M,47,BB,south,pingtumg,27003,F,F,T,F,F,T,T
294,F,45,EE,south,pingtumg,16382,F,F,T,F,F,F,F
138,F,43,AA,south,pingtumg,51813,T,T,F,T,F,T,T
125,F,67,AA,south,pingtumg,66369,F,F,T,F,F,T,T
154,F,49,EE,south,pingtumg,62508,F,T,F,F,F,T,F
142,M,40,CC,south,pingtumg,55957,F,F,T,T,T,T,T
162,M,35,AA,south,pingtumg,60668,T,T,T,T,T,T,T
156,M,41,AA,south,pingtumg,34366,F,T,T,F,T,T,T
352,M,33,BB,middle,taichung,35968,T,F,F,F,F,T,T
753,F,56,EE,middle,taichung,36559,F,T,T,T,T,F,F
793,M,39,BB,middle,taichung,37320,F,T,F,T,F,T,T
935,F,51,AA,middle,taichung,33317,F,F,T,F,T,T,T
742,M,68,AA,middle,taichung,60019,F,T,T,T,T,T,T
89,M,45,BB,middle,taichung,55911,F,F,T,F,T,T,T
792,M,67,BB,middle,taichung,39211,T,T,T,T,T,T,T
533,F,53,FF,middle,taichung,77696,F,F,T,F,T,T,T
556,F,42,EE,middle,taichung,48762,F,F,T,F,T,T,T
898,F,69,EE,middle,taichung,70803,F,F,T,F,T,T,T
257,M,30,BB,middle,taichung,46812,T,F,F,F,F,T,T
555,F,61,AA,middle,taichung,61184,F,F,T,F,T,T,T
751,F,58,AA,middle,taichung,62736,T,T,T,T,T,T,T
749,F,61,EE,middle,taichung,33889,F,F,T,F,T,T,T
541,F,67,LL,middle,taichung,66186,F,F,T,F,T,F,F
539,M,32,FF,middle,taichung,73344,T,T,T,T,T,T,T
775,M,37,AA,middle,taichung,16099,T,F,F,F,F,T,T
794,M,31,BB,middle,taichung,28858,F,F,T,F,F,T,T
776,F,50,AA,middle,taichung,64386,T,F,T,F,T,T,T
530,F,27,FF,middle,taichung,59611,F,F,T,T,T,T,T
547,F,46,EE,middle,taichung,17784,F,F,T,F,T,F,T
747,F,36,AA,middle,taichung,38279,F,T,T,T,T,T,T
756,F,32,HH,middle,taichung,27237,F,T,T,T,T,T,T
550,M,46,EE,middle,taichung,66261,F,T,F,T,F,T,T
235,M,63,AA,middle,taichung,70014,F,F,T,F,T,T,T
773,M,40,AA,middle,taichung,45638,F,F,T,F,T,T,T
631,M,31,BB,middle,taichung,46679,F,T,F,T,F,T,T
933,F,53,BB,middle,taichung,19287,F,F,T,F,T,T,T
745,F,40,AA,middle,taichung,35002,F,F,T,F,T,T,F
265,M,25,EE,middle,taichung,27464,T,F,F,F,F,T,T
241,M,32,BB,middle,taichung,51779,F,T,F,T,F,T,T
778,M,28,BB,middle,taichung,64255,T,T,F,T,F,T,T
755,M,24,GG,middle,taichung,67616,T,T,T,T,T,T,T
551,M,41,EE,middle,taichung,65538,F,F,T,F,T,T,T
782,M,47,BB,middle,taichung,51995,F,T,F,T,F,T,T
781,M,35,BB,middle,taichung,23539,T,T,F,T,F,T,T
522,F,24,FF,middle,taichung,68889,F,F,T,F,F,T,T
267,M,45,BB,middle,taichung,39698,F,F,T,F,T,T,T
535,M,66,FF,middle,taichung,69146,T,F,T,T,T,T,T
553,F,34,AA,middle,taichung,29121,F,F,T,F,T,T,T
740,M,28,CC,middle,taichung,64457,F,F,T,F,T,T,T
779,M,47,BB,middle,taichung,35847,T,F,T,F,T,T,T
523,M,32,AA,middle,taichung,50730,F,T,T,T,T,T,T
557,F,50,AA,middle,taichung,51451,F,F,T,F,T,T,T
266,M,28,BB,middle,taichung,42811,T,F,F,F,F,T,T
256,M,42,BB,middle,taichung,28094,F,T,F,T,F,T,T
774,M,23,AA,middle,taichung,13155,F,F,T,F,T,T,T
783,M,35,BB,middle,taichung,50439,F,F,T,F,T,T,T
91,M,33,AA,middle,taichung,21715,F,F,T,F,T,T,T
780,M,55,BB,middle,taichung,61183,T,F,F,F,F,T,T
549,F,33,EE,middle,taichung,16435,T,F,T,F,T,T,T
777,M,51,BB,middle,taichung,42106,T,F,F,F,F,T,T
189,F,47,MM,middle,taichung,75327,F,T,T,T,T,T,T
96,M,52,BB,middle,taichung,12881,F,T,F,T,F,T,T
260,M,52,BB,middle,taichung,53407,F,F,T,F,T,F,F
868,M,41,AA,south,tainan,36721,F,F,T,F,T,T,T
102,M,48,BB,south,tainan,45070,F,T,T,F,T,T,T
872,M,30,AA,south,tainan,63681,F,F,T,F,T,T,T
370,F,57,AA,south,tainan,34856,F,T,T,T,T,T,T
634,M,42,EE,south,tainan,77333,F,T,F,F,F,T,T
444,F,46,BB,south,tainan,17192,F,F,T,T,T,T,T
211,M,69,AA,south,tainan,47754,F,F,T,F,T,T,T
897,F,56,NN,south,tainan,17693,F,F,T,F,T,T,T
542,M,25,AA,south,tainan,35767,F,T,F,T,F,T,T
180,M,53,CC,south,tainan,74700,F,T,F,T,F,T,T
527,M,37,AA,south,tainan,77918,T,F,F,F,F,T,T
129,F,61,CC,south,tainan,70904,F,F,T,F,F,T,T
554,F,70,EE,south,tainan,73954,F,F,T,F,F,T,T
134,M,48,CC,south,tainan,68112,T,F,F,F,F,T,T
126,F,44,CC,south,tainan,55855,F,T,T,T,T,T,T
373,F,65,BB,south,tainan,32520,F,F,T,F,F,T,T
111,M,46,BB,south,tainan,15356,F,T,F,F,T,F,F
157,F,51,AA,south,tainan,62327,F,F,T,F,T,T,T
128,F,48,EE,south,tainan,35245,F,T,T,T,T,T,T
870,M,45,AA,south,tainan,13724,T,T,F,T,F,T,T
512,M,42,BB,south,tainan,60945,T,F,T,F,T,T,F
633,M,49,BB,south,tainan,59673,T,F,T,F,T,T,T
495,M,47,BB,south,tainan,45103,F,T,F,F,F,T,T
107,M,25,BB,south,tainan,68818,F,F,T,F,T,T,T
874,M,55,AA,south,tainan,73535,T,T,F,T,F,T,T
494,M,37,BB,south,tainan,51831,F,T,F,F,F,T,T
869,M,53,AA,south,tainan,21350,F,F,T,F,F,T,T
635,M,55,BB,south,tainan,29479,T,T,T,T,T,T,T
519,F,62,BB,south,tainan,67964,F,F,T,F,F,T,T
222,M,60,AA,south,tainan,62363,F,F,T,F,F,T,T
871,M,31,AA,south,tainan,53441,F,T,T,F,T,T,T
873,M,28,AA,south,tainan,43348,F,F,T,F,T,T,T
875,M,60,AA,south,tainan,44607,T,T,F,T,F,T,T
198,M,54,AA,south,tainan,40395,F,T,T,F,T,T,T
67,M,43,AA,north,taipei,34315,F,T,T,T,T,T,T
55,F,54,AA,north,taipei,74983,F,T,T,T,T,T,T
715,F,58,AA,north,taipei,57978,F,F,F,T,F,T,T
61,F,23,AA,north,taipei,69130,F,F,T,F,F,T,T
363,M,33,BB,north,taipei,38887,F,T,F,T,F,T,T
17,M,69,AA,north,taipei,50300,F,T,F,T,T,T,T
275,M,67,BB,north,taipei,53383,F,T,F,T,F,T,T
54,F,52,AA,north,taipei,31662,T,F,T,F,T,T,T
109,M,62,BB,north,taipei,52698,F,F,T,F,F,T,T
719,F,45,EE,north,taipei,34056,F,F,T,F,F,T,T
41,F,38,KK,north,taipei,76288,F,T,T,T,T,T,T
46,F,42,AA,north,taipei,34051,F,T,T,T,T,T,T
412,M,63,BB,north,taipei,66734,F,F,T,F,F,T,T
79,M,69,EE,north,taipei,55813,F,T,F,T,F,T,T
25,F,44,EE,north,taipei,55020,F,T,T,T,T,T,T
26,F,53,LL,north,taipei,46663,F,F,T,F,F,T,T
8,F,32,LL,north,taipei,17880,F,F,T,F,F,T,T
676,M,49,LL,north,taipei,53877,F,T,F,T,F,T,T
360,M,64,BB,north,taipei,11651,F,F,T,F,T,T,T
596,M,59,EE,north,taipei,55069,F,T,F,T,F,F,F
372,M,50,BB,north,taipei,12891,T,F,T,F,T,T,T
227,M,38,AA,north,taipei,30172,F,T,T,T,T,T,T
700,F,67,AA,north,taipei,75934,T,T,T,T,T,T,T
698,M,55,AA,north,taipei,21291,F,F,T,F,F,T,T
839,M,62,BB,north,taipei,55349,T,F,F,F,F,T,T
720,M,55,CC,north,taipei,21042,T,F,T,F,T,F,F
844,M,25,JJ,north,taipei,20375,F,T,F,T,F,T,T
14,F,52,AA,north,taipei,66228,F,T,T,T,T,T,T
677,M,69,AA,north,taipei,73285,T,F,F,F,F,T,T
52,M,24,AA,north,taipei,63937,T,F,F,T,F,T,T
625,M,36,NN,north,taipei,49275,F,T,F,T,F,T,T
712,M,50,CC,north,taipei,42303,T,F,F,F,F,T,T
604,M,65,EE,north,taipei,30837,F,T,T,T,T,T,T
45,F,34,AA,north,taipei,13907,F,T,F,T,F,T,T
390,M,40,BB,north,taipei,56271,T,T,T,T,T,T,T
603,M,53,BB,north,taipei,75956,F,T,F,T,F,F,F
37,M,24,AA,north,taipei,49761,T,T,F,T,F,T,T
605,M,20,EE,north,taipei,51134,T,F,F,T,F,F,F
681,M,69,AA,north,taipei,68533,F,F,T,F,F,T,T
367,M,44,BB,north,taipei,66307,T,F,F,F,F,F,F
706,F,27,AA,north,taipei,77655,F,T,T,T,T,T,T
33,M,29,EE,north,taipei,65205,F,T,F,T,F,T,T
734,F,53,GG,north,taipei,24218,F,F,T,F,F,T,T
73,M,31,AA,north,taipei,11489,T,T,F,T,F,T,T
389,M,34,BB,north,taipei,71294,T,T,T,T,T,T,T
49,F,54,AA,north,taipei,51693,F,F,F,F,F,T,T
607,M,56,BB,north,taipei,71060,F,T,T,T,T,T,T
43,F,55,AA,north,taipei,39625,T,F,T,F,T,T,T
684,F,43,EE,north,taipei,13890,F,F,T,F,F,T,T
64,F,46,AA,north,taipei,25005,F,F,F,T,F,T,T
402,M,51,BB,north,taipei,45604,T,F,T,F,T,T,T
35,F,35,AA,north,taipei,63924,F,T,T,T,T,T,T
31,M,64,AA,north,taipei,13187,F,F,T,F,F,T,T
1,F,60,MM,north,taipei,53694,F,F,T,F,F,T,T
658,M,70,AA,north,taipei,21072,F,T,F,T,F,T,T
68,M,21,EE,north,taipei,36032,T,T,T,T,T,T,T
48,F,35,AA,north,taipei,20576,F,T,F,T,F,T,T
590,M,35,BB,north,taipei,19921,F,T,T,T,T,T,T
598,M,53,DD,north,taipei,63512,F,T,F,T,F,T,T
44,F,38,AA,north,taipei,12577,F,F,T,F,T,T,T
599,M,20,BB,north,taipei,30076,F,F,T,F,T,T,T
695,M,63,AA,north,taipei,70986,T,F,T,F,T,T,T
624,F,53,NN,north,taipei,77403,T,T,T,T,T,T,T
711,M,61,AA,north,taipei,69232,T,T,F,T,F,T,T
62,F,29,AA,north,taipei,30101,T,T,T,T,T,T,T
691,F,61,FF,north,taipei,13287,T,F,T,F,T,T,T
71,M,30,LL,north,taipei,61544,F,T,F,T,F,T,T
705,M,65,AA,north,taipei,46056,F,T,F,T,F,T,T
15,F,30,AA,north,taipei,79804,T,T,T,T,T,T,T
349,M,56,BB,north,taipei,58748,F,T,T,T,T,T,T
723,M,54,BB,north,taipei,14119,T,T,F,T,T,T,T
398,M,26,BB,north,taipei,30608,F,T,T,T,T,T,T
609,F,34,AA,north,taipei,18165,F,F,T,F,F,T,T
601,M,51,BB,north,taipei,36685,T,T,T,T,T,T,T
276,M,45,BB,north,taipei,13351,T,T,F,T,F,T,T
722,F,24,CC,north,taipei,74676,T,F,T,F,T,T,T
610,F,22,NN,north,taipei,73313,F,T,T,T,T,T,T
24,F,58,CC,north,taipei,43381,F,F,T,F,F,T,T
120,M,51,AA,north,taipei,21576,F,T,F,T,F,T,T
405,M,21,BB,north,taipei,19916,T,F,F,F,F,T,T
382,M,68,BB,north,taipei,69718,T,F,F,F,F,T,T
66,M,54,AA,north,taipei,33573,T,T,T,T,T,T,T
401,M,43,BB,north,taipei,67924,F,F,T,F,F,T,T
682,F,66,FF,north,taipei,35267,F,T,F,T,F,T,T
86,M,41,AA,north,taipei,15700,F,F,T,F,T,T,T
410,M,43,BB,north,taipei,73693,T,T,T,T,T,T,T
595,M,30,EE,north,taipei,71533,F,T,F,T,F,T,T
36,F,44,AA,north,taipei,49412,F,F,T,F,T,T,T
50,M,20,AA,north,taipei,24864,F,F,T,F,T,T,T
608,F,34,BB,north,taipei,78685,F,T,T,T,T,T,T
379,M,20,BB,north,taipei,37146,F,F,T,F,F,F,F
65,F,64,LL,north,taipei,69013,F,T,F,T,F,T,T
269,M,26,BB,north,taipei,56867,F,T,T,T,T,T,F
76,M,53,AA,north,taipei,29110,F,T,F,T,F,T,T
377,M,41,BB,north,taipei,77600,F,F,T,F,F,T,F
708,F,63,JJ,north,taipei,21611,F,F,T,F,T,T,T
221,M,34,AA,north,taipei,28493,F,F,T,F,T,T,T
106,M,65,BB,north,taipei,18564,T,F,T,F,T,T,T
38,F,50,AA,north,taipei,43492,F,F,T,F,F,T,T
386,M,63,BB,north,taipei,16621,F,F,F,T,F,T,T
612,F,59,EE,north,taipei,64573,F,F,T,F,T,T,T
83,M,68,EE,north,taipei,75597,T,T,T,T,T,T,T
394,M,55,BB,north,taipei,70730,F,T,T,T,T,T,T
72,M,66,JJ,north,taipei,22634,F,T,T,T,T,T,T
714,F,52,MM,north,taipei,46347,F,T,T,T,T,T,T
701,M,32,AA,north,taipei,76642,T,T,F,T,F,T,T
29,F,43,EE,north,taipei,44369,F,F,T,F,F,T,T
354,M,63,BB,north,taipei,35846,T,T,T,T,T,T,T
526,M,46,AA,north,taipei,15855,F,F,T,T,T,T,T
717,M,47,CC,north,taipei,48142,T,T,F,T,F,F,F
23,F,27,KK,north,taipei,16862,F,F,T,F,F,T,T
42,F,52,AA,north,taipei,46838,T,T,T,T,T,T,T
672,F,45,BB,north,taipei,44823,F,F,T,F,T,T,T
594,M,21,BB,north,taipei,48571,F,F,T,F,F,T,T
74,F,55,II,north,taipei,22258,F,F,F,F,T,T,T
21,F,31,EE,north,taipei,64694,F,T,T,T,T,T,T
28,F,22,EE,north,taipei,45807,T,T,T,T,T,T,T
255,M,50,BB,north,taipei,57870,T,T,F,T,T,T,T
680,F,23,NN,north,taipei,19279,F,F,T,F,F,T,T
70,M,69,AA,north,taipei,39701,T,F,F,F,F,T,T
11,F,40,CC,north,taipei,57737,F,F,T,F,F,T,T
736,F,35,DD,north,taipei,59782,T,T,T,T,T,T,T
80,M,43,AA,north,taipei,52027,T,T,F,T,F,T,T
629,M,51,FF,north,taipei,46393,F,T,F,T,F,T,T
687,F,48,HH,north,taipei,67828,F,F,T,F,T,T,T
613,F,22,BB,north,taipei,59052,F,F,T,F,F,T,T
20,M,44,CC,north,taipei,26065,F,T,T,T,T,T,T
709,M,45,AA,north,taipei,42367,F,T,F,T,F,T,T
34,M,40,DD,north,taipei,49036,T,T,T,T,T,T,T
32,M,26,AA,north,taipei,75770,F,T,F,T,F,T,T
59,M,57,JJ,north,taipei,35213,T,F,T,F,T,T,T
600,M,53,BB,north,taipei,29463,T,F,T,F,T,T,T
368,M,44,BB,north,taipei,18804,T,T,T,T,T,T,T
409,M,48,BB,north,taipei,22997,F,T,F,T,F,T,F
659,M,38,AA,north,taipei,12561,F,T,F,T,F,T,T
119,M,38,AA,north,taipei,66961,F,F,T,F,F,T,T
673,F,24,EE,north,taipei,54558,T,F,T,F,T,F,F
739,F,60,EE,north,taipei,46600,F,T,F,T,F,T,T
115,M,62,AA,north,taipei,45416,F,T,F,T,F,T,T
703,F,50,AA,north,taipei,21527,F,T,T,T,T,T,T
568,F,58,EE,north,taipei,43570,F,F,T,F,F,T,T
271,M,21,BB,north,taipei,72952,F,F,T,F,F,T,T
47,F,63,AA,north,taipei,66332,T,F,F,F,F,T,T
84,F,46,AA,north,taipei,11461,F,T,T,T,T,T,T
69,M,57,CC,north,taipei,27293,F,T,F,T,F,T,T
77,F,55,AA,north,taipei,79308,F,F,T,F,T,T,T
254,M,68,BB,north,taipei,40511,F,F,T,T,T,T,T
53,M,31,AA,north,taipei,58961,F,T,F,T,F,T,T
51,M,60,LL,north,taipei,59024,F,T,F,T,F,T,F
716,M,56,AA,north,taipei,11051,T,T,T,T,T,T,T
395,M,24,BB,north,taipei,71642,T,T,T,T,T,T,T
13,F,31,EE,north,taipei,27432,F,F,F,F,T,T,T
78,M,59,AA,north,taipei,75997,F,T,T,T,T,T,T
364,M,41,BB,north,taipei,71190,F,T,F,T,F,T,T
616,F,34,LL,north,taipei,41726,F,F,T,T,T,T,T
344,M,37,BB,north,taipei,28730,F,T,F,T,F,T,F
381,M,68,BB,north,taipei,37958,F,T,T,T,T,T,T
702,M,30,AA,north,taipei,60148,T,T,T,T,T,T,T
217,M,68,AA,north,taipei,20245,T,F,T,F,T,T,T
721,F,31,HH,north,taipei,14247,F,F,T,F,F,T,T
406,M,47,BB,north,taipei,39412,T,T,T,T,T,T,T
396,M,43,BB,north,taipei,52596,F,F,T,F,F,T,T
274,M,34,BB,north,taipei,70054,T,F,F,F,F,F,F
355,M,27,BB,north,taipei,55946,T,F,F,F,F,T,T
411,M,22,BB,north,taipei,35959,F,T,F,T,F,T,T
392,M,27,BB,north,taipei,25353,T,T,T,T,T,T,T
718,M,38,BB,north,taipei,45076,F,F,T,T,T,T,T
387,M,31,BB,north,taipei,52706,F,T,T,T,T,T,T
75,M,42,DD,north,taipei,15754,T,F,F,F,T,T,T
597,M,58,II,north,taipei,79728,F,F,T,F,F,T,T
657,M,58,AA,north,taipei,19391,F,T,F,T,T,T,T
60,F,70,AA,north,taipei,16288,F,T,T,T,T,T,T
699,M,32,AA,north,taipei,61682,F,F,T,F,F,F,T
369,M,63,BB,north,taipei,15503,F,T,F,T,F,T,T
474,F,64,LL,east,taitung,51726,F,T,F,T,F,T,T
454,F,42,LL,east,taitung,71244,F,T,T,T,T,T,T
464,F,40,KK,east,taitung,56334,F,T,F,T,F,T,F
461,F,60,LL,east,taitung,56680,F,F,T,F,T,T,T
476,F,27,LL,east,taitung,40328,F,F,T,F,T,T,T
480,M,53,LL,east,taitung,69010,F,F,T,F,T,T,T
490,M,64,BB,east,taitung,70245,F,T,F,T,F,T,T
90,M,24,BB,east,taitung,54649,F,T,F,T,T,T,T
475,M,40,LL,east,taitung,33426,F,T,F,T,F,T,T
478,M,63,LL,east,taitung,22797,T,T,T,T,T,T,T
484,M,57,BB,east,taitung,15835,T,T,T,T,T,T,T
459,F,36,EE,east,taitung,16477,F,F,T,F,T,T,T
477,F,58,LL,east,taitung,47674,F,F,T,F,F,T,T
508,M,64,BB,east,taitung,50512,F,T,F,T,F,T,T
375,M,56,FF,east,taitung,64911,F,F,T,F,F,F,F
112,M,32,EE,east,taitung,34547,F,T,F,T,F,F,T
483,F,55,LL,east,taitung,42328,F,T,T,T,T,T,T
499,M,33,BB,east,taitung,44141,F,T,T,T,T,T,T
113,M,38,DD,east,taitung,12831,F,T,T,T,T,T,F
732,M,37,AA,north,taoyuan,50558,T,F,F,F,F,T,T
327,M,34,AA,north,taoyuan,40490,T,T,F,T,F,T,T
357,M,43,BB,north,taoyuan,12771,F,F,T,F,F,T,T
584,M,66,BB,north,taoyuan,52285,F,T,F,T,F,T,T
400,M,23,BB,north,taoyuan,72192,F,F,F,T,F,T,T
731,M,51,AA,north,taoyuan,43447,T,T,F,T,F,T,T
194,M,26,AA,north,taoyuan,33032,F,T,T,T,T,T,T
509,M,61,BB,north,taoyuan,55713,T,T,T,T,T,T,T
893,M,53,AA,north,taoyuan,52982,F,T,T,T,T,T,T
729,M,63,AA,north,taoyuan,59593,T,F,T,F,T,F,F
566,M,42,CC,north,taoyuan,34044,F,F,T,F,F,T,T
580,M,55,BB,north,taoyuan,50200,F,F,T,F,F,T,T
562,M,56,EE,north,taoyuan,37999,T,F,F,F,F,T,T
902,F,36,MM,north,taoyuan,23783,T,F,T,F,T,T,T
175,M,44,CC,north,taoyuan,67686,F,F,T,F,T,T,T
407,M,53,CC,north,taoyuan,75585,F,T,F,T,F,T,T
583,F,45,EE,north,taoyuan,72710,F,F,T,F,T,T,T
383,M,51,BB,north,taoyuan,72204,F,F,T,F,F,T,T
167,M,62,KK,north,taoyuan,33153,F,F,T,F,T,T,T
586,M,39,BB,north,taoyuan,59674,T,F,T,F,T,F,F
581,M,58,BB,north,taoyuan,36792,F,T,T,T,T,T,T
228,M,42,AA,north,taoyuan,39405,F,T,T,T,T,T,T
842,F,59,MM,north,taoyuan,24621,F,F,T,F,T,T,T
901,F,33,MM,north,taoyuan,12980,F,T,F,T,F,T,T
565,M,31,CC,north,taoyuan,57126,T,T,F,T,F,T,T
728,M,62,AA,north,taoyuan,55706,F,T,F,T,F,F,F
391,M,58,BB,north,taoyuan,27402,T,T,T,T,T,T,T
345,M,46,BB,north,taoyuan,30582,F,F,T,F,F,T,T
388,M,39,BB,north,taoyuan,24822,F,T,T,T,T,T,T
353,M,61,BB,north,taoyuan,59340,F,F,T,F,F,T,T
165,M,24,CC,north,taoyuan,30746,T,T,T,T,T,T,T
233,M,21,AA,north,taoyuan,55620,T,F,T,F,T,T,T
160,F,20,AA,south,taoyuan,43843,F,T,T,T,T,T,T
582,M,39,BB,north,taoyuan,38557,F,T,T,T,T,T,T
359,M,53,BB,north,taoyuan,77342,T,T,T,T,T,T,T
891,M,31,EE,north,taoyuan,75012,T,T,T,T,T,T,T
730,M,46,AA,north,taoyuan,73587,T,F,T,F,T,T,T
399,M,42,BB,north,taoyuan,33036,F,T,F,T,F,T,T
172,M,49,BB,north,taoyuan,23715,F,F,T,F,T,T,T
168,M,41,CC,north,taoyuan,26029,T,T,F,T,F,T,T
587,M,55,II,north,taoyuan,30702,F,F,T,F,T,F,F
362,M,37,AA,north,taoyuan,50573,T,T,F,T,F,T,T
845,M,58,EE,north,taoyuan,72010,F,T,T,T,T,T,T
351,M,36,BB,north,taoyuan,40412,T,T,F,T,F,T,T
835,M,42,AA,north,taoyuan,11043,T,F,F,F,F,T,T
384,M,70,BB,north,taoyuan,64792,T,T,F,T,F,T,T
174,M,64,CC,north,taoyuan,32486,F,T,F,T,F,T,T
380,M,51,BB,north,taoyuan,30699,F,T,F,T,F,T,T
585,M,46,BB,north,taoyuan,44130,F,F,T,T,T,T,T
546,F,36,EE,north,taoyuan,16702,T,T,T,T,T,T,T
507,M,22,BB,north,taoyuan,31938,F,F,T,T,T,T,T
171,M,67,CC,north,taoyuan,72483,F,T,T,T,T,T,T
843,F,59,EE,north,taoyuan,20238,T,T,F,T,F,T,T
371,M,42,BB,north,taoyuan,33399,T,F,F,F,F,T,T
650,M,29,DD,east,yilan,18728,T,F,T,F,T,T,T
757,M,62,BB,east,yilan,33881,F,T,F,F,F,T,T
649,M,22,EE,east,yilan,75982,F,F,T,F,F,T,T
654,M,34,BB,east,yilan,39846,F,T,T,F,T,T,T
645,M,55,CC,east,yilan,40379,F,T,T,F,T,F,F
655,M,57,DD,east,yilan,63798,T,F,T,F,T,F,F
408,M,63,BB,east,yilan,71795,F,T,F,F,F,T,T
404,M,50,BB,east,yilan,74132,T,F,T,F,T,T,T
758,M,34,BB,east,yilan,79467,F,T,F,T,F,T,T
653,M,38,EE,east,yilan,12520,T,T,T,T,T,T,T
647,M,35,NN,east,yilan,64394,F,F,T,F,F,F,F
648,M,61,AA,east,yilan,20301,F,F,T,F,T,T,T
644,M,30,MM,east,yilan,48170,F,T,T,F,T,F,F
646,M,51,AA,east,yilan,61888,F,T,F,F,F,T,T
652,M,28,EE,east,yilan,47072,F,F,T,F,F,T,T
803,M,62,AA,middle,yunlin,17221,F,T,T,T,T,T,T
262,M,57,BB,middle,yunlin,73083,F,F,T,F,T,F,F
242,M,50,BB,middle,yunlin,17557,F,F,F,F,T,T,T
931,M,47,BB,middle,yunlin,49085,F,F,F,T,F,T,T
209,M,48,AA,middle,yunlin,42582,F,T,F,T,F,T,T
240,M,52,BB,middle,yunlin,26914,F,F,F,F,T,T,T
212,M,59,BB,middle,yunlin,15139,F,T,T,T,T,T,T
261,M,59,BB,middle,yunlin,59194,F,F,T,F,T,T,T
147,F,41,AA,middle,yunlin,78254,F,F,T,F,T,F,T
802,M,70,AA,middle,yunlin,62539,F,F,T,F,T,T,T
350,M,49,BB,middle,yunlin,23372,F,T,F,T,F,T,T
263,M,66,BB,middle,yunlin,18312,F,F,T,F,T,F,F
536,F,23,BB,middle,changhua,12061,T,F,F,F,F,F,F
801,F,47,EE,middle,changhua,28570,T,T,T,T,T,F,T
927,M,57,BB,middle,chiayi,42760,T,T,T,T,T,T,T
498,M,65,BB,south,chiayi,21130,F,F,T,F,T,T,T
479,M,34,LL,south,chiayi,54359,F,F,T,F,T,T,T
181,F,28,MM,north,hsinchu,77203,T,F,T,F,T,T,T
185,M,24,HH,north,hsinchu,73855,F,T,F,T,F,T,T
324,F,51,EE,north,hsinchu,71797,F,F,T,F,T,F,F
302,M,45,JJ,north,hsinchu,28538,F,T,F,T,F,T,T
303,F,42,KK,north,hsinchu,41299,F,T,T,T,T,F,F
828,M,50,EE,north,hsinchu,64111,T,F,T,F,T,T,T
656,M,43,BB,east,hualien,28924,T,F,F,F,F,F,F
173,M,64,CC,east,hualien,58658,F,F,T,F,F,T,T
518,M,64,BB,east,hualien,22905,F,F,T,F,F,T,F
761,M,26,BB,east,hualien,47092,T,T,T,T,T,T,T
696,M,65,BB,east,hualien,40601,T,T,F,T,F,T,T
504,M,54,BB,east,hualien,48089,F,T,F,T,F,T,T
697,F,23,BB,east,hualien,12674,F,F,T,F,F,T,T
520,M,51,BB,south,kaohsiung,46135,F,T,T,F,T,T,T
1008,F,45,LL,south,kaohsiung,14476,F,T,F,F,F,T,T
457,M,40,BB,south,kaohsiung,14725,F,T,F,F,F,T,T
991,M,64,BB,south,kaohsiung,63745,F,F,T,F,F,T,T
193,F,60,NN,south,kaohsiung,62273,F,T,T,T,T,T,F
252,M,54,BB,south,kaohsiung,74401,F,T,T,F,T,T,T
1015,M,37,BB,south,kaohsiung,39650,T,T,T,T,T,T,T
514,M,67,BB,south,kaohsiung,57970,F,F,T,F,T,T,T
980,M,28,BB,south,kaohsiung,30607,T,T,F,T,F,T,T
501,M,65,BB,south,kaohsiung,14252,F,T,F,F,F,T,T
1016,M,43,BB,south,kaohsiung,31538,T,T,T,T,T,T,T
513,M,33,BB,south,kaohsiung,39604,F,T,T,F,T,T,F
1014,F,21,BB,south,kaohsiung,39243,F,F,T,F,F,F,F
857,M,59,LL,south,kaohsiung,61897,F,T,F,F,F,T,T
859,F,59,LL,south,kaohsiung,72739,F,T,F,F,F,T,T
851,F,60,NN,south,kaohsiung,62167,F,F,T,F,F,T,T
2,F,25,EE,north,keelung,46413,F,F,T,F,F,T,T
726,F,52,CC,north,keelung,43030,F,T,T,T,T,T,T
87,F,27,AA,middle,miaoli,70066,F,F,T,F,F,T,T
768,M,53,BB,middle,miaoli,47759,F,F,T,F,T,T,T
772,F,36,AA,middle,miaoli,68121,F,T,T,T,T,T,T
765,F,43,BB,middle,miaoli,11710,T,F,T,F,T,T,T
333,F,45,LL,middle,miaoli,42177,F,F,T,F,F,T,T
341,F,51,CC,middle,miaoli,71111,F,F,F,F,T,F,F
337,F,26,KK,middle,miaoli,28209,F,T,T,T,T,F,F
336,M,59,CC,middle,miaoli,71185,T,F,F,F,T,F,F
944,F,45,BB,middle,nantou,77823,F,F,T,F,T,T,T
942,M,41,EE,middle,nantou,42718,F,F,T,T,T,T,T
936,M,66,MM,middle,nantou,21339,F,F,F,F,F,T,T
940,M,57,BB,middle,nantou,79261,T,F,F,F,F,T,T
937,M,66,EE,middle,nantou,71585,F,T,T,T,T,T,T
558,F,33,BB,middle,nantou,37886,F,F,T,F,T,T,T
939,F,36,BB,middle,nantou,73802,T,F,T,F,T,T,T
118,M,45,BB,south,penghu,69830,F,F,T,F,T,T,T
151,M,64,BB,south,pingtumg,19362,F,T,F,F,F,F,F
502,M,67,BB,south,pingtumg,28705,F,F,T,F,F,T,T
